9606	9598	9597	9544	9258	9031	13616	10090
ENSG00000176055	ENSPTRG00000017067	ENSPPAG00000030673	ENSMMUG00000018971	ENSOANG00000011074	ENSGALG00000014649	ENSMODG00000020221	ENSMUSG00000051098
ENSG00000176102	ENSPTRG00000003485	ENSPPAG00000027358	ENSMMUG00000002542	ENSOANG00000015140	ENSGALG00000011685	ENSMODG00000009745	ENSMUSG00000027176
ENSG00000176148	ENSPTRG00000003483	ENSPPAG00000028485	ENSMMUG00000002539	ENSOANG00000015141	ENSGALG00000011688	ENSMODG00000009728	ENSMUSG00000027175
ENSG00000176171	ENSPTRG00000003067	ENSPPAG00000042885	ENSMMUG00000022445	ENSOANG00000019804	ENSGALG00000010476	ENSMODG00000019678	ENSMUSG00000078566
ENSG00000176383	ENSPTRG00000005575	ENSPPAG00000039397	ENSMMUG00000012654	ENSOANG00000006207	ENSGALG00000028803	ENSMODG00000012186	ENSMUSG00000029431
ENSG00000176390	ENSPTRG00000008963	ENSPPAG00000037920	ENSMMUG00000009069	ENSOANG00000005253	ENSGALG00000003284	ENSMODG00000019203	ENSMUSG00000017561
ENSG00000176476	ENSPTRG00000007925	ENSPPAG00000039380	ENSMMUG00000011370	ENSOANG00000009696	ENSGALG00000020590	ENSMODG00000015642	ENSMUSG00000030714
ENSG00000176490	ENSPTRG00000029182	ENSPPAG00000003386	ENSMMUG00000020130	ENSOANG00000015272	ENSGALG00000026955	ENSMODG00000023915	ENSMUSG00000043670
ENSG00000176563	ENSPTRG00000009223	ENSPPAG00000034086	ENSMMUG00000012641	ENSOANG00000012163	ENSGALG00000043285	ENSMODG00000024176	ENSMUSG00000078653
ENSG00000176597	ENSPTRG00000015666	ENSPPAG00000000714	ENSMMUG00000031605	ENSOANG00000009184	ENSGALG00000032526	ENSMODG00000024772	ENSMUSG00000022686
ENSG00000176619	ENSPTRG00000010238	ENSPPAG00000040882	ENSMMUG00000001192	ENSOANG00000010017	ENSGALG00000000470	ENSMODG00000004824	ENSMUSG00000062075
ENSG00000176623	ENSPTRG00000020396	ENSPPAG00000020665	ENSMMUG00000006307	ENSOANG00000002040	ENSGALG00000031248	ENSMODG00000008100	ENSMUSG00000028229
ENSG00000176635	ENSPTRG00000014235	ENSPPAG00000000976	ENSMMUG00000004713	ENSOANG00000021911	ENSGALG00000008037	ENSMODG00000009221	ENSMUSG00000020419
ENSG00000176641	ENSPTRG00000047926	ENSPPAG00000032380	ENSMMUG00000002431	ENSOANG00000015691	ENSGALG00000028822	ENSMODG00000025062	ENSMUSG00000047496
ENSG00000176720	ENSPTRG00000041947	ENSPPAG00000043219	ENSMMUG00000005661	ENSOANG00000005633	ENSGALG00000005772	ENSMODG00000016075	ENSMUSG00000026278
ENSG00000176732	ENSPTRG00000011711	ENSPPAG00000038828	ENSMMUG00000009405	ENSOANG00000007629	ENSGALG00000019866	ENSMODG00000002157	ENSMUSG00000020639
ENSG00000176845	ENSPTRG00000044297	ENSPPAG00000039912	ENSMMUG00000001111	ENSOANG00000005827	ENSGALG00000028354	ENSMODG00000007419	ENSMUSG00000039208
ENSG00000176853	ENSPTRG00000020560	ENSPPAG00000031358	ENSMMUG00000019646	ENSOANG00000014085	ENSGALG00000035478	ENSMODG00000001919	ENSMUSG00000037119
ENSG00000176871	ENSPTRG00000005510	ENSPPAG00000029019	ENSMMUG00000010236	ENSOANG00000002913	ENSGALG00000008151	ENSMODG00000015356	ENSMUSG00000029364
ENSG00000176974	ENSPTRG00000008851	ENSPPAG00000029976	ENSMMUG00000013535	ENSOANG00000009875	ENSGALG00000005046	ENSMODG00000013682	ENSMUSG00000020534
ENSG00000176994	ENSPTRG00000008850	ENSPPAG00000024196	ENSMMUG00000013534	ENSOANG00000009874	ENSGALG00000024082	ENSMODG00000025386	ENSMUSG00000049323
ENSG00000177000	ENSPTRG00000000153	ENSPPAG00000038114	ENSMMUG00000007828	ENSOANG00000002743	ENSGALG00000004612	ENSMODG00000010976	ENSMUSG00000029009
ENSG00000177054	ENSPTRG00000003433	ENSPPAG00000044061	ENSMMUG00000007041	ENSOANG00000011292	ENSGALG00000004085	ENSMODG00000008986	ENSMUSG00000030471
ENSG00000177058	ENSPTRG00000016883	ENSPPAG00000032086	ENSMMUG00000010466	ENSOANG00000004887	ENSGALG00000014712	ENSMODG00000019505	ENSMUSG00000047789
ENSG00000177096	ENSPTRG00000049204	ENSPPAG00000000902	ENSMMUG00000013062	ENSOANG00000004241	ENSGALG00000011898	ENSMODG00000025341	ENSMUSG00000049687
ENSG00000177156	ENSPTRG00000003132	ENSPPAG00000033253	ENSMMUG00000007510	ENSOANG00000009138	ENSGALG00000037195	ENSMODG00000019669	ENSMUSG00000025503
ENSG00000177169	ENSPTRG00000047610	ENSPPAG00000043077	ENSMMUG00000015773	ENSOANG00000013859	ENSGALG00000002403	ENSMODG00000015566	ENSMUSG00000029512
ENSG00000177192	ENSPTRG00000005643	ENSPPAG00000040971	ENSMMUG00000031463	ENSOANG00000010619	ENSGALG00000002354	ENSMODG00000015551	ENSMUSG00000029507
ENSG00000177225	ENSPTRG00000044353	ENSPPAG00000041762	ENSMMUG00000007511	ENSOANG00000009139	ENSGALG00000035676	ENSMODG00000019666	ENSMUSG00000051007
ENSG00000177302	ENSPTRG00000023345	ENSPPAG00000025639	ENSMMUG00000013533	ENSOANG00000009873	ENSGALG00000005028	ENSMODG00000013691	ENSMUSG00000002814
ENSG00000177427	ENSPTRG00000008848	ENSPPAG00000042772	ENSMMUG00000018359	ENSOANG00000012615	ENSGALG00000005005	ENSMODG00000013695	ENSMUSG00000018599
ENSG00000177463	ENSPTRG00000014657	ENSPPAG00000023138	ENSMMUG00000005156	ENSOANG00000010886	ENSGALG00000008519	ENSMODG00000007047	ENSMUSG00000005893
ENSG00000177485	ENSPTRG00000051014	ENSPPAG00000004521	ENSMMUG00000011076	ENSOANG00000002588	ENSGALG00000008611	ENSMODG00000025434	ENSMUSG00000048047
ENSG00000177511	ENSPTRG00000049302	ENSPPAG00000025859	ENSMMUG00000016110	ENSOANG00000001713	ENSGALG00000039151	ENSMODG00000020449	ENSMUSG00000056812
ENSG00000177551	ENSPTRG00000044281	ENSPPAG00000022478	ENSMMUG00000008971	ENSOANG00000009820	ENSGALG00000033432	ENSMODG00000023228	ENSMUSG00000048540
ENSG00000177663	ENSPTRG00000014033	ENSPPAG00000027203	ENSMMUG00000022222	ENSOANG00000020364	ENSGALG00000033887	ENSMODG00000018436	ENSMUSG00000002897
ENSG00000177728	ENSPTRG00000009643	ENSPPAG00000043879	ENSMMUG00000022120	ENSOANG00000008329	ENSGALG00000008023	ENSMODG00000007405	ENSMUSG00000020747
ENSG00000177731	ENSPTRG00000008847	ENSPPAG00000038661	ENSMMUG00000018355	ENSOANG00000009871	ENSGALG00000004997	ENSMODG00000013718	ENSMUSG00000002812
ENSG00000178033	ENSPTRG00000048761	ENSPPAG00000039792	ENSMMUG00000007412	ENSOANG00000006298	ENSGALG00000038162	ENSMODG00000017840	ENSMUSG00000049872
ENSG00000178035	ENSPTRG00000014908	ENSPPAG00000028755	ENSMMUG00000005656	ENSOANG00000010907	ENSGALG00000006910	ENSMODG00000013354	ENSMUSG00000062867
ENSG00000178053	ENSPTRG00000015569	ENSPPAG00000027183	ENSMMUG00000004958	ENSOANG00000002728	ENSGALG00000009654	ENSMODG00000015680	ENSMUSG00000048416
ENSG00000178057	ENSPTRG00000014907	ENSPPAG00000037616	ENSMMUG00000005654	ENSOANG00000010908	ENSGALG00000054244	ENSMODG00000022966	ENSMUSG00000070283
ENSG00000178075	ENSPTRG00000015236	ENSPPAG00000043239	ENSMMUG00000001943	ENSOANG00000004847	ENSGALG00000035629	ENSMODG00000018166	ENSMUSG00000036292
ENSG00000178125	ENSPTRG00000020316	ENSPPAG00000036430	ENSMMUG00000003178	ENSOANG00000002318	ENSGALG00000034424	ENSMODG00000007853	ENSMUSG00000025916
ENSG00000178175	ENSPTRG00000016969	ENSPPAG00000042198	ENSMMUG00000003586	ENSOANG00000015788	ENSGALG00000015008	ENSMODG00000001702	ENSMUSG00000050919
ENSG00000178297	ENSPTRG00000010236	ENSPPAG00000027367	ENSMMUG00000001190	ENSOANG00000009199	ENSGALG00000000458	ENSMODG00000004782	ENSMUSG00000059406
ENSG00000178301	ENSPTRG00000004103	ENSPPAG00000030812	ENSMMUG00000018944	ENSOANG00000009868	ENSGALG00000031734	ENSMODG00000005033	ENSMUSG00000042797
ENSG00000178307	ENSPTRG00000008893	ENSPPAG00000043074	ENSMMUG00000020893	ENSOANG00000007734	ENSGALG00000004749	ENSMODG00000001410	ENSMUSG00000043284
ENSG00000178401	ENSPTRG00000004906	ENSPPAG00000020830	ENSMMUG00000007548	ENSOANG00000002644	ENSGALG00000049231	ENSMODG00000004199	ENSMUSG00000038009
ENSG00000178467	ENSPTRG00000014903	ENSPPAG00000034922	ENSMMUG00000006130	ENSOANG00000010911	ENSGALG00000006937	ENSMODG00000013366	ENSMUSG00000006675
ENSG00000178502	ENSPTRG00000009183	ENSPPAG00000030884	ENSMMUG00000005962	ENSOANG00000012660	ENSGALG00000003536	ENSMODG00000014725	ENSMUSG00000048732
ENSG00000178538	ENSPTRG00000020283	ENSPPAG00000037018	ENSMMUG00000006437	ENSOANG00000005040	ENSGALG00000039145	ENSMODG00000008571	ENSMUSG00000041261
ENSG00000178562	ENSPTRG00000012833	ENSPPAG00000034998	ENSMMUG00000006017	ENSOANG00000005207	ENSGALG00000008669	ENSMODG00000016234	ENSMUSG00000026012
ENSG00000178568	ENSPTRG00000012883	ENSPPAG00000041527	ENSMMUG00000001674	ENSOANG00000007021	ENSGALG00000003126	ENSMODG00000015755	ENSMUSG00000062209
ENSG00000178585	ENSPTRG00000046205	ENSPPAG00000027544	ENSMMUG00000014969	ENSOANG00000013680	ENSGALG00000053363	ENSMODG00000002885	ENSMUSG00000028988
ENSG00000178605	ENSPTRG00000050696	ENSPPAG00000028400	ENSMMUG00000013891	ENSOANG00000007007	ENSGALG00000016717	ENSMODG00000000326	ENSMUSG00000033434
ENSG00000178607	ENSPTRG00000009535	ENSPPAG00000031054	ENSMMUG00000015185	ENSOANG00000008033	ENSGALG00000003476	ENSMODG00000009349	ENSMUSG00000020715
ENSG00000178795	ENSPTRG00000004100	ENSPPAG00000033740	ENSMMUG00000018188	ENSOANG00000009866	ENSGALG00000000690	ENSMODG00000005090	ENSMUSG00000035582
ENSG00000178882	ENSPTRG00000005612	ENSPPAG00000021260	ENSMMUG00000023105	ENSOANG00000001320	ENSGALG00000003137	ENSMODG00000012597	ENSMUSG00000037962
ENSG00000178927	ENSPTRG00000009804	ENSPPAG00000037586	ENSMMUG00000019222	ENSOANG00000005216	ENSGALG00000001607	ENSMODG00000007122	ENSMUSG00000039294
ENSG00000178966	ENSPTRG00000021062	ENSPPAG00000006649	ENSMMUG00000018875	ENSOANG00000010899	ENSGALG00000012592	ENSMODG00000024692	ENSMUSG00000035367
ENSG00000179021	ENSPTRG00000015126	ENSPPAG00000036241	ENSMMUG00000021507	ENSOANG00000000490	ENSGALG00000015402	ENSMODG00000016949	ENSMUSG00000059920
ENSG00000179023	ENSPTRG00000048769	ENSPPAG00000009519	ENSMMUG00000023521	ENSOANG00000015014	ENSGALG00000047720	ENSMODG00000002543	ENSMUSG00000078234
ENSG00000179041	ENSPTRG00000030988	ENSPPAG00000024378	ENSMMUG00000000886	ENSOANG00000012348	ENSGALG00000030890	ENSMODG00000024952	ENSMUSG00000061024
ENSG00000179071	ENSPTRG00000028447	ENSPPAG00000024671	ENSMMUG00000012454	ENSOANG00000013208	ENSGALG00000037520	ENSMODG00000004370	ENSMUSG00000044362
ENSG00000179104	ENSPTRG00000005268	ENSPPAG00000043706	ENSMMUG00000011305	ENSOANG00000015210	ENSGALG00000010975	ENSMODG00000020487	ENSMUSG00000036019
ENSG00000179148	ENSPTRG00000008724	ENSPPAG00000031012	ENSMMUG00000019850	ENSOANG00000005037	ENSGALG00000044760	ENSMODG00000007698	ENSMUSG00000020892
ENSG00000179152	ENSPTRG00000014815	ENSPPAG00000028658	ENSMMUG00000001096	ENSOANG00000010079	ENSGALG00000011498	ENSMODG00000015227	ENSMUSG00000046603
ENSG00000179163	ENSPTRG00000000340	ENSPPAG00000040238	ENSMMUG00000004216	ENSOANG00000014238	ENSGALG00000004112	ENSMODG00000013008	ENSMUSG00000028673
ENSG00000179178	ENSPTRG00000052836	ENSPPAG00000021739	ENSMMUG00000012766	ENSOANG00000008210	ENSGALG00000053697	ENSMODG00000025284	ENSMUSG00000050854
ENSG00000179218	ENSPTRG00000010551	ENSPPAG00000006666	ENSMMUG00000004392	ENSOANG00000009799	ENSGALG00000040368	ENSMODG00000011530	ENSMUSG00000003814
ENSG00000179262	ENSPTRG00000010552	ENSPPAG00000016916	ENSMMUG00000004393	ENSOANG00000009800	ENSGALG00000033532	ENSMODG00000011539	ENSMUSG00000003813
ENSG00000179299	ENSPTRG00000016007	ENSPPAG00000023705	ENSMMUG00000012561	ENSOANG00000000995	ENSGALG00000014264	ENSMODG00000020564	ENSMUSG00000029206
ENSG00000179314	ENSPTRG00000008639	ENSPPAG00000042670	ENSMMUG00000010014	ENSOANG00000010100	ENSGALG00000005886	ENSMODG00000016639	ENSMUSG00000020811
ENSG00000179387	ENSPTRG00000016462	ENSPPAG00000042771	ENSMMUG00000015242	ENSOANG00000015293	ENSGALG00000009836	ENSMODG00000024910	ENSMUSG00000035151
ENSG00000179399	ENSPTRG00000005961	ENSPPAG00000028689	ENSMMUG00000011376	ENSOANG00000014924	ENSGALG00000016902	ENSMODG00000009418	ENSMUSG00000022112
ENSG00000179409	ENSPTRG00000008509	ENSPPAG00000030072	ENSMMUG00000030401	ENSOANG00000009929	ENSGALG00000004817	ENSMODG00000023170	ENSMUSG00000049396
ENSG00000179456	ENSPTRG00000002175	ENSPPAG00000035489	ENSMMUG00000015664	ENSOANG00000010257	ENSGALG00000010705	ENSMODG00000006570	ENSMUSG00000063659
ENSG00000179520	ENSPTRG00000005344	ENSPPAG00000041738	ENSMMUG00000017646	ENSOANG00000005584	ENSGALG00000041122	ENSMODG00000005023	ENSMUSG00000019935
ENSG00000179542	ENSPTRG00000028181	ENSPPAG00000013354	ENSMMUG00000015386	ENSOANG00000001080	ENSGALG00000007242	ENSMODG00000013917	ENSMUSG00000046699
ENSG00000179546	ENSPTRG00000000323	ENSPPAG00000015499	ENSMMUG00000032222	ENSOANG00000008954	ENSGALG00000000820	ENSMODG00000023967	ENSMUSG00000070687
ENSG00000179562	ENSPTRG00000019650	ENSPPAG00000041247	ENSMMUG00000015421	ENSOANG00000000822	ENSGALG00000033149	ENSMODG00000015233	ENSMUSG00000029708
ENSG00000179583	ENSPTRG00000007761	ENSPPAG00000035964	ENSMMUG00000007777	ENSOANG00000007052	ENSGALG00000007171	ENSMODG00000005234	ENSMUSG00000022504
ENSG00000179630	ENSPTRG00000005834	ENSPPAG00000034545	ENSMMUG00000011308	ENSOANG00000015595	ENSGALG00000016969	ENSMODG00000014893	ENSMUSG00000044350
ENSG00000179632	ENSPTRG00000020681	ENSPPAG00000037751	ENSMMUG00000007155	ENSOANG00000014615	ENSGALG00000047359	ENSMODG00000010502	ENSMUSG00000022553
ENSG00000179674	ENSPTRG00000048684	ENSPPAG00000017014	ENSMMUG00000031560	ENSOANG00000009134	ENSGALG00000043623	ENSMODG00000024630	ENSMUSG00000098207
ENSG00000179761	ENSPTRG00000008944	ENSPPAG00000034881	ENSMMUG00000009937	ENSOANG00000012643	ENSGALG00000026392	ENSMODG00000019322	ENSMUSG00000017453
ENSG00000179796	ENSPTRG00000014702	ENSPPAG00000023537	ENSMMUG00000017417	ENSOANG00000013894	ENSGALG00000011314	ENSMODG00000023990	ENSMUSG00000045201
ENSG00000179832	ENSPTRG00000020688	ENSPPAG00000029926	ENSMMUG00000014716	ENSOANG00000004925	ENSGALG00000029867	ENSMODG00000010565	ENSMUSG00000022558
ENSG00000179981	ENSPTRG00000010120	ENSPPAG00000029386	ENSMMUG00000014916	ENSOANG00000001135	ENSGALG00000013672	ENSMODG00000012317	ENSMUSG00000046982
ENSG00000180098	ENSPTRG00000000434	ENSPPAG00000033927	ENSMMUG00000006561	ENSOANG00000005325	ENSGALG00000001310	ENSMODG00000010927	ENSMUSG00000028898
ENSG00000180104	ENSPTRG00000016680	ENSPPAG00000033467	ENSMMUG00000003787	ENSOANG00000010181	ENSGALG00000013397	ENSMODG00000000661	ENSMUSG00000034152
ENSG00000180182	ENSPTRG00000021805	ENSPPAG00000044133	ENSMMUG00000005264	ENSOANG00000011278	ENSGALG00000016238	ENSMODG00000021099	ENSMUSG00000064127
ENSG00000180245	ENSPTRG00000016365	ENSPPAG00000041672	ENSMMUG00000021223	ENSOANG00000003666	ENSGALG00000012181	ENSMODG00000005889	ENSMUSG00000028012
ENSG00000180263	ENSPTRG00000005309	ENSPPAG00000041692	ENSMMUG00000018901	ENSOANG00000006616	ENSGALG00000011342	ENSMODG00000008231	ENSMUSG00000020021
ENSG00000180269	ENSPTRG00000051928	ENSPPAG00000040727	ENSMMUG00000029199	ENSOANG00000014307	ENSGALG00000027146	ENSMODG00000006637	ENSMUSG00000066197
ENSG00000180318	ENSPTRG00000005272	ENSPPAG00000034056	ENSMMUG00000016536	ENSOANG00000006647	ENSGALG00000027213	ENSMODG00000020494	ENSMUSG00000036602
ENSG00000180329	ENSPTRG00000009282	ENSPPAG00000032186	ENSMMUG00000015049	ENSOANG00000009536	ENSGALG00000001022	ENSMODG00000011411	ENSMUSG00000020925
ENSG00000180332	ENSPTRG00000047173	ENSPPAG00000012273	ENSMMUG00000012636	ENSOANG00000015587	ENSGALG00000016975	ENSMODG00000024944	ENSMUSG00000046523
ENSG00000180336	ENSPTRG00000009281	ENSPPAG00000029831	ENSMMUG00000015047	ENSOANG00000009537	ENSGALG00000045889	ENSMODG00000011418	ENSMUSG00000051455
ENSG00000180353	ENSPTRG00000015279	ENSPPAG00000016859	ENSMMUG00000013545	ENSOANG00000001693	ENSGALG00000039682	ENSMODG00000018280	ENSMUSG00000022831
ENSG00000180370	ENSPTRG00000015787	ENSPPAG00000035596	ENSMMUG00000012033	ENSOANG00000009204	ENSGALG00000006426	ENSMODG00000018459	ENSMUSG00000022781
ENSG00000180423	ENSPTRG00000003548	ENSPPAG00000035636	ENSMMUG00000019675	ENSOANG00000004814	ENSGALG00000008354	ENSMODG00000019892	ENSMUSG00000027243
ENSG00000180440	ENSPTRG00000051107	ENSPPAG00000006727	ENSMMUG00000015005	ENSOANG00000015496	ENSGALG00000032028	ENSMODG00000024121	ENSMUSG00000056306
ENSG00000180448	ENSPTRG00000010180	ENSPPAG00000026578	ENSMMUG00000015301	ENSOANG00000007693	ENSGALG00000032469	ENSMODG00000005524	ENSMUSG00000035697
ENSG00000180488	ENSPTRG00000000884	ENSPPAG00000034093	ENSMMUG00000011987	ENSOANG00000005105	ENSGALG00000008951	ENSMODG00000020799	ENSMUSG00000054942
ENSG00000180530	ENSPTRG00000049390	ENSPPAG00000007598	ENSMMUG00000023770	ENSOANG00000008221	ENSGALG00000015681	ENSMODG00000020951	ENSMUSG00000048490
ENSG00000180537	ENSPTRG00000045372	ENSPPAG00000012984	ENSMMUG00000002501	ENSOANG00000001411	ENSGALG00000012700	ENSMODG00000024624	ENSMUSG00000044164
ENSG00000180611	ENSPTRG00000043316	ENSPPAG00000010683	ENSMMUG00000010910	ENSOANG00000004445	ENSGALG00000007218	ENSMODG00000015119	ENSMUSG00000051065
ENSG00000180616	ENSPTRG00000043320	ENSPPAG00000009833	ENSMMUG00000020947	ENSOANG00000004342	ENSGALG00000004418	ENSMODG00000023942	ENSMUSG00000047904
ENSG00000180660	ENSPTRG00000005777	ENSPPAG00000032980	ENSMMUG00000005425	ENSOANG00000015491	ENSGALG00000045052	ENSMODG00000024122	ENSMUSG00000056947
ENSG00000180667	ENSPTRG00000045303	ENSPPAG00000033947	ENSMMUG00000022171	ENSOANG00000005245	ENSGALG00000037597	ENSMODG00000002159	ENSMUSG00000046404
ENSG00000180776	ENSPTRG00000005695	ENSPPAG00000030455	ENSMMUG00000007373	ENSOANG00000009037	ENSGALG00000017126	ENSMODG00000024155	ENSMUSG00000021969
ENSG00000180815	ENSPTRG00000022605	ENSPPAG00000039708	ENSMMUG00000017339	ENSOANG00000004027	ENSGALG00000016426	ENSMODG00000009020	ENSMUSG00000031303
ENSG00000180875	ENSPTRG00000049478	ENSPPAG00000011100	ENSMMUG00000008272	ENSOANG00000010275	ENSGALG00000055021	ENSMODG00000024656	ENSMUSG00000050069
ENSG00000180891	ENSPTRG00000009441	ENSPPAG00000028896	ENSMMUG00000009228	ENSOANG00000009719	ENSGALG00000005549	ENSMODG00000014783	ENSMUSG00000018378
ENSG00000180902	ENSPTRG00000013131	ENSPPAG00000000643	ENSMMUG00000018548	ENSOANG00000000857	ENSGALG00000039535	ENSMODG00000008616	ENSMUSG00000073609
ENSG00000180957	ENSPTRG00000014202	ENSPPAG00000036253	ENSMMUG00000014534	ENSOANG00000008826	ENSGALG00000005654	ENSMODG00000025640	ENSMUSG00000050017
ENSG00000181004	ENSPTRG00000016420	ENSPPAG00000018104	ENSMMUG00000030171	ENSOANG00000013636	ENSGALG00000052784	ENSMODG00000025411	ENSMUSG00000051444
ENSG00000181035	ENSPTRG00000010729	ENSPPAG00000036060	ENSMMUG00000019669	ENSOANG00000001030	ENSGALG00000002621	ENSMODG00000004044	ENSMUSG00000002346
ENSG00000181038	ENSPTRG00000009691	ENSPPAG00000028295	ENSMMUG00000022412	ENSOANG00000011570	ENSGALG00000001790	ENSMODG00000001570	ENSMUSG00000090266
ENSG00000181045	ENSPTRG00000009740	ENSPPAG00000042136	ENSMMUG00000002850	ENSOANG00000006546	ENSGALG00000007018	ENSMODG00000002254	ENSMUSG00000039908
ENSG00000181195	ENSPTRG00000020270	ENSPPAG00000043514	ENSMMUG00000006775	ENSOANG00000006273	ENSGALG00000015419	ENSMODG00000008973	ENSMUSG00000045573
ENSG00000181234	ENSPTRG00000005627	ENSPPAG00000033366	ENSMMUG00000000031	ENSOANG00000009947	ENSGALG00000002714	ENSMODG00000015648	ENSMUSG00000034324
ENSG00000181264	ENSPTRG00000004392	ENSPPAG00000023495	ENSMMUG00000012253	ENSOANG00000007199	ENSGALG00000026316	ENSMODG00000013138	ENSMUSG00000048503
ENSG00000181449	ENSPTRG00000030045	ENSPPAG00000041083	ENSMMUG00000000675	ENSOANG00000004458	ENSGALG00000043460	ENSMODG00000021292	ENSMUSG00000074637
ENSG00000181472	ENSPTRG00000018712	ENSPPAG00000033109	ENSMMUG00000029475	ENSOANG00000003326	ENSGALG00000012966	ENSMODG00000016757	ENSMUSG00000075327
ENSG00000181544	ENSPTRG00000021680	ENSPPAG00000032670	ENSMMUG00000017839	ENSOANG00000002602	ENSGALG00000016569	ENSMODG00000017276	ENSMUSG00000047757
ENSG00000181751	ENSPTRG00000045376	ENSPPAG00000021533	ENSMMUG00000004211	ENSOANG00000005457	ENSGALG00000027512	ENSMODG00000025426	ENSMUSG00000044768
ENSG00000181789	ENSPTRG00000015370	ENSPPAG00000028236	ENSMMUG00000013163	ENSOANG00000001854	ENSGALG00000005869	ENSMODG00000008326	ENSMUSG00000030058
ENSG00000181790	ENSPTRG00000020635	ENSPPAG00000032958	ENSMMUG00000019877	ENSOANG00000014079	ENSGALG00000033960	ENSMODG00000000556	ENSMUSG00000034730
ENSG00000181817	ENSPTRG00000000539	ENSPPAG00000023465	ENSMMUG00000017338	ENSOANG00000002066	ENSGALG00000002127	ENSMODG00000023328	ENSMUSG00000050188
ENSG00000181826	ENSPTRG00000015978	ENSPPAG00000030468	ENSMMUG00000017630	ENSOANG00000010314	ENSGALG00000014336	ENSMODG00000020526	ENSMUSG00000047881
ENSG00000181830	ENSPTRG00000003536	ENSPPAG00000039643	ENSMMUG00000002452	ENSOANG00000005349	ENSGALG00000008438	ENSMODG00000019878	ENSMUSG00000049922
ENSG00000182050	ENSPTRG00000045901	ENSPPAG00000031798	ENSMMUG00000023103	ENSOANG00000006644	ENSGALG00000028360	ENSMODG00000020498	ENSMUSG00000019888
ENSG00000182134	ENSPTRG00000001297	ENSPPAG00000028994	ENSMMUG00000009096	ENSOANG00000001094	ENSGALG00000031812	ENSMODG00000018906	ENSMUSG00000041912
ENSG00000182158	ENSPTRG00000019739	ENSPPAG00000042793	ENSMMUG00000016833	ENSOANG00000000830	ENSGALG00000012877	ENSMODG00000013876	ENSMUSG00000038648
ENSG00000182220	ENSPTRG00000021803	ENSPPAG00000039969	ENSMMUG00000012762	ENSOANG00000011279	ENSGALG00000016241	ENSMODG00000021101	ENSMUSG00000031007
ENSG00000182224	ENSPTRG00000008713	ENSPPAG00000037753	ENSMMUG00000008179	ENSOANG00000001187	ENSGALG00000042733	ENSMODG00000007440	ENSMUSG00000044795
ENSG00000182240	ENSPTRG00000013924	ENSPPAG00000028296	ENSMMUG00000004257	ENSOANG00000006433	ENSGALG00000034932	ENSMODG00000020963	ENSMUSG00000040605
ENSG00000182256	ENSPTRG00000052476	ENSPPAG00000036643	ENSMMUG00000023555	ENSOANG00000005813	ENSGALG00000041042	ENSMODG00000000805	ENSMUSG00000055026
ENSG00000182263	ENSPTRG00000012586	ENSPPAG00000033218	ENSMMUG00000023611	ENSOANG00000006201	ENSGALG00000011069	ENSMODG00000005749	ENSMUSG00000075324
ENSG00000182271	ENSPTRG00000008960	ENSPPAG00000001123	ENSMMUG00000013279	ENSOANG00000012663	ENSGALG00000004262	ENSMODG00000009919	ENSMUSG00000020839
ENSG00000182359	ENSPTRG00000004235	ENSPPAG00000043957	ENSMMUG00000010989	ENSOANG00000010467	ENSGALG00000028658	ENSMODG00000014731	ENSMUSG00000025893
ENSG00000182362	ENSPTRG00000014021	ENSPPAG00000030933	ENSMMUG00000012911	ENSOANG00000013562	ENSGALG00000047621	ENSMODG00000008458	ENSMUSG00000033126
ENSG00000182389	ENSPTRG00000047916	ENSPPAG00000028311	ENSMMUG00000010526	ENSOANG00000006106	ENSGALG00000035466	ENSMODG00000004006	ENSMUSG00000017412
ENSG00000182400	ENSPTRG00000006292	ENSPPAG00000040580	ENSMMUG00000021027	ENSOANG00000014008	ENSGALG00000010157	ENSMODG00000024823	ENSMUSG00000020993
ENSG00000182447	ENSPTRG00000044537	ENSPPAG00000031395	ENSMMUG00000016200	ENSOANG00000004540	ENSGALG00000026305	ENSMODG00000016286	ENSMUSG00000027788
ENSG00000182489	ENSPTRG00000022093	ENSPPAG00000030677	ENSMMUG00000018570	ENSOANG00000004209	ENSGALG00000006637	ENSMODG00000011758	ENSMUSG00000031258
ENSG00000182504	ENSPTRG00000015177	ENSPPAG00000033067	ENSMMUG00000015062	ENSOANG00000007504	ENSGALG00000015342	ENSMODG00000001903	ENSMUSG00000022604
ENSG00000182631	ENSPTRG00000016777	ENSPPAG00000012921	ENSMMUG00000009573	ENSOANG00000001969	ENSGALG00000017411	ENSMODG00000020402	ENSMUSG00000060735
ENSG00000182704	ENSPTRG00000028468	ENSPPAG00000025259	ENSMMUG00000008443	ENSOANG00000001120	ENSGALG00000000761	ENSMODG00000024044	ENSMUSG00000049580
ENSG00000182827	ENSPTRG00000002046	ENSPPAG00000034288	ENSMMUG00000019058	ENSOANG00000001483	ENSGALG00000009246	ENSMODG00000005990	ENSMUSG00000026499
ENSG00000182836	ENSPTRG00000016827	ENSPPAG00000027307	ENSMMUG00000018004	ENSOANG00000002823	ENSGALG00000014845	ENSMODG00000020290	ENSMUSG00000049148
ENSG00000182901	ENSPTRG00000002161	ENSPPAG00000031922	ENSMMUG00000010729	ENSOANG00000010274	ENSGALG00000039772	ENSMODG00000007084	ENSMUSG00000026527
