bgeeGeneId	geneId	geneName	geneDescription	speciesId	geneBioTypeId	ensemblGene	geneMappedToGeneIdCount
234770	ENSLOCG00000019222	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234771	ENSLOCG00000019223	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234772	ENSLOCG00000019224	U4	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	7918	9	1	1
234773	ENSLOCG00000019225	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234774	ENSLOCG00000019226	U4	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	7918	9	1	1
234775	ENSLOCG00000019227	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234776	ENSLOCG00000019228	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234777	ENSLOCG00000019229	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234778	ENSLOCG00000019230			7918	3	1	1
234779	ENSLOCG00000019231	U5	U5 spliceosomal RNA [Source:RFAM;Acc:RF00020]	7918	9	1	1
234780	ENSLOCG00000019232	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234781	ENSLOCG00000019233	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234782	ENSLOCG00000019234	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234783	ENSLOCG00000019235	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234784	ENSLOCG00000019236			7918	3	1	1
234785	ENSLOCG00000019237	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234786	ENSLOCG00000019238	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234787	ENSLOCG00000019239	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234788	ENSLOCG00000019240	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234789	ENSLOCG00000019241	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234790	ENSLOCG00000019242	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234791	ENSLOCG00000019243	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234792	ENSLOCG00000019244	U2	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	7918	9	1	1
234793	ENSLOCG00000019245	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	7918	9	1	1
234794	ENSLOCG00000019246	SNORA63	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	7918	10	1	1
234795	ENSLOCG00000019247	U5	U5 spliceosomal RNA [Source:RFAM;Acc:RF00020]	7918	9	1	1
234796	ENSLOCG00000019248	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234797	ENSLOCG00000019249	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	7918	14	1	1
234798	ENSLOCG00000019250	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234799	ENSLOCG00000019251	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234800	ENSLOCG00000019252	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234801	ENSLOCG00000019253	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234802	ENSLOCG00000019254	U2	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	7918	9	1	1
234803	ENSLOCG00000019255	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234804	ENSLOCG00000019256	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234805	ENSLOCG00000019257	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	7918	9	1	1
234806	ENSLOCG00000019258	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234807	ENSLOCG00000019259			7918	10	1	1
234808	ENSLOCG00000019260	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234809	ENSLOCG00000019261	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	7918	9	1	1
234810	ENSLOCG00000019262	MIR133B	microRNA 133b [Source:HGNC Symbol;Acc:HGNC:31759]	7918	3	1	1
234811	ENSLOCG00000019263	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234812	ENSLOCG00000019264	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234813	ENSLOCG00000019265	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234814	ENSLOCG00000019266	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234815	ENSLOCG00000019267	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234816	ENSLOCG00000019268	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234817	ENSLOCG00000019269	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234818	ENSLOCG00000019270	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234819	ENSLOCG00000019271	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	7918	9	1	1
234820	ENSLOCG00000019272	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234821	ENSLOCG00000019273	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234822	ENSLOCG00000019274	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234823	ENSLOCG00000019275	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234824	ENSLOCG00000019276	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234825	ENSLOCG00000019277	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234826	ENSLOCG00000019278	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234827	ENSLOCG00000019279	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234828	ENSLOCG00000019280	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234829	ENSLOCG00000019281			7918	3	1	1
234830	ENSLOCG00000019282	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234831	ENSLOCG00000019283	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234832	ENSLOCG00000019284	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234833	ENSLOCG00000019285	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234834	ENSLOCG00000019286	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234835	ENSLOCG00000019287	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234836	ENSLOCG00000019288	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234837	ENSLOCG00000019289	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	7918	9	1	1
234838	ENSLOCG00000019290	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234839	ENSLOCG00000019291	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234840	ENSLOCG00000019292	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234841	ENSLOCG00000019293	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234842	ENSLOCG00000019294			7918	10	1	1
234843	ENSLOCG00000019295	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234844	ENSLOCG00000019296	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234845	ENSLOCG00000019297	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234846	ENSLOCG00000019298	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234847	ENSLOCG00000019299	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234848	ENSLOCG00000019300	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234849	ENSLOCG00000019301	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234850	ENSLOCG00000019302	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234851	ENSLOCG00000019303	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234852	ENSLOCG00000019304	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234853	ENSLOCG00000019305	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234854	ENSLOCG00000019306	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234855	ENSLOCG00000019307	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234856	ENSLOCG00000019308	MIR208A	microRNA 208a [Source:HGNC Symbol;Acc:HGNC:31585]	7918	3	1	1
234857	ENSLOCG00000019309	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234858	ENSLOCG00000019310	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234859	ENSLOCG00000019311	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234860	ENSLOCG00000019312	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234861	ENSLOCG00000019313	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234862	ENSLOCG00000019314	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234863	ENSLOCG00000019315	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234864	ENSLOCG00000019316	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234865	ENSLOCG00000019317	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234866	ENSLOCG00000019318	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234867	ENSLOCG00000019319	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234868	ENSLOCG00000019320	MIR92A2	microRNA 92a-1 [Source:HGNC Symbol;Acc:HGNC:31643]	7918	3	1	1
234869	ENSLOCG00000019321	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234870	ENSLOCG00000019322			7918	3	1	1
234871	ENSLOCG00000019323	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234872	ENSLOCG00000019324			7918	10	1	1
234873	ENSLOCG00000019325	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234874	ENSLOCG00000019326	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234875	ENSLOCG00000019327	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	7918	9	1	1
234876	ENSLOCG00000019328			7918	3	1	1
234877	ENSLOCG00000019329	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234878	ENSLOCG00000019330	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234879	ENSLOCG00000019331	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234880	ENSLOCG00000019332	SNORD15	Small nucleolar RNA SNORD15 [Source:RFAM;Acc:RF00067]	7918	10	1	1
234881	ENSLOCG00000019333	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234882	ENSLOCG00000019334	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234883	ENSLOCG00000019335		microRNA let-7c [Source:HGNC Symbol;Acc:HGNC:31480]	7918	3	1	1
234884	ENSLOCG00000019336	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234885	ENSLOCG00000019337	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234886	ENSLOCG00000019338	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234887	ENSLOCG00000019339	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234888	ENSLOCG00000019340	SNORD18	Small nucleolar RNA SNORD18 [Source:RFAM;Acc:RF00093]	7918	10	1	1
234889	ENSLOCG00000019341	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234890	ENSLOCG00000019342	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234891	ENSLOCG00000019343	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234892	ENSLOCG00000019344	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234893	ENSLOCG00000019345	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234894	ENSLOCG00000019346	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234895	ENSLOCG00000019347	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	7918	9	1	1
234896	ENSLOCG00000019348	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234897	ENSLOCG00000019349	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234898	ENSLOCG00000019350			7918	10	1	1
234899	ENSLOCG00000019351	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234900	ENSLOCG00000019352	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234901	ENSLOCG00000019353	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234902	ENSLOCG00000019354			7918	3	1	1
234903	ENSLOCG00000019355	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234904	ENSLOCG00000019356	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234905	ENSLOCG00000019357		microRNA let-7f-1 [Source:HGNC Symbol;Acc:HGNC:31483]	7918	3	1	1
234906	ENSLOCG00000019358			7918	3	1	1
234907	ENSLOCG00000019359	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234908	ENSLOCG00000019360			7918	3	1	1
234909	ENSLOCG00000019361	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234910	ENSLOCG00000019362	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234911	ENSLOCG00000019363	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234912	ENSLOCG00000019364	MIR106B	microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495]	7918	3	1	1
234913	ENSLOCG00000019365	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234914	ENSLOCG00000019366	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234915	ENSLOCG00000019367	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234916	ENSLOCG00000019368	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234917	ENSLOCG00000019369	U2	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	7918	9	1	1
234918	ENSLOCG00000019370	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234919	ENSLOCG00000019371	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234920	ENSLOCG00000019372	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234921	ENSLOCG00000019373	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234922	ENSLOCG00000019374	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234923	ENSLOCG00000019375	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234924	ENSLOCG00000019376	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234925	ENSLOCG00000019377	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	7918	9	1	1
234926	ENSLOCG00000019378	U2	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	7918	9	1	1
234927	ENSLOCG00000019379	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234928	ENSLOCG00000019380			7918	3	1	1
234929	ENSLOCG00000019381	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234930	ENSLOCG00000019382		microRNA 365a [Source:HGNC Symbol;Acc:HGNC:33692]	7918	3	1	1
234931	ENSLOCG00000019383	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234932	ENSLOCG00000019384	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234933	ENSLOCG00000019385	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234934	ENSLOCG00000019386	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234935	ENSLOCG00000019387	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	7918	9	1	1
234936	ENSLOCG00000019388		microRNA 217 [Source:HGNC Symbol;Acc:HGNC:31594]	7918	3	1	1
234937	ENSLOCG00000019389	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234938	ENSLOCG00000019390	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234939	ENSLOCG00000019391		RNA, U11 small nuclear 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:46943]	7918	9	1	1
234940	ENSLOCG00000019392	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234941	ENSLOCG00000019393	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234942	ENSLOCG00000019394	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234943	ENSLOCG00000019395	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234944	ENSLOCG00000019396	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234945	ENSLOCG00000019397	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234946	ENSLOCG00000019398	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234947	ENSLOCG00000019399	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234948	ENSLOCG00000019400	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234949	ENSLOCG00000019401	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234950	ENSLOCG00000019402			7918	10	1	1
234951	ENSLOCG00000019403	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	7918	9	1	1
234952	ENSLOCG00000019404	mir1-1	microRNA 1-1 [Source:ZFIN;Acc:ZDB-MIRNAG-041228-15]	7918	3	1	1
234953	ENSLOCG00000019405	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234954	ENSLOCG00000019406	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234955	ENSLOCG00000019407		small nucleolar RNA, H/ACA box 32 [Source:HGNC Symbol;Acc:HGNC:32622]	7918	10	1	1
234956	ENSLOCG00000019408	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234957	ENSLOCG00000019409	U2	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	7918	9	1	1
234958	ENSLOCG00000019410	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234959	ENSLOCG00000019411	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234960	ENSLOCG00000019412	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234961	ENSLOCG00000019413	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234962	ENSLOCG00000019414	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234963	ENSLOCG00000019415	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234964	ENSLOCG00000019416	U2	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	7918	9	1	1
234965	ENSLOCG00000019417	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	7918	9	1	1
234966	ENSLOCG00000019418	mir196a-2	microRNA 196a-2 [Source:ZFIN;Acc:ZDB-MIRNAG-041217-20]	7918	3	1	1
234967	ENSLOCG00000019419	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234968	ENSLOCG00000019420	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234969	ENSLOCG00000019421	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234970	ENSLOCG00000019422	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234971	ENSLOCG00000019423	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234972	ENSLOCG00000019424	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234973	ENSLOCG00000019425	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	7918	9	1	1
234974	ENSLOCG00000019426	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234975	ENSLOCG00000019427	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234976	ENSLOCG00000019428	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234977	ENSLOCG00000019429	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234978	ENSLOCG00000019430			7918	10	1	1
234979	ENSLOCG00000019431	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234980	ENSLOCG00000019432	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234981	ENSLOCG00000019433			7918	3	1	1
234982	ENSLOCG00000019434	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234983	ENSLOCG00000019435	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	7918	14	1	1
234984	ENSLOCG00000019436	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234985	ENSLOCG00000019437	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234986	ENSLOCG00000019438			7918	10	1	1
234987	ENSLOCG00000019439	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234988	ENSLOCG00000019440	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234989	ENSLOCG00000019441	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234990	ENSLOCG00000019442	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234991	ENSLOCG00000019443	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234992	ENSLOCG00000019444	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234993	ENSLOCG00000019445	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234994	ENSLOCG00000019446	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234995	ENSLOCG00000019447	SNORA73	Small nucleolar RNA SNORA73 family [Source:RFAM;Acc:RF00045]	7918	10	1	1
234996	ENSLOCG00000019448	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234997	ENSLOCG00000019449	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234998	ENSLOCG00000019450	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
234999	ENSLOCG00000019451	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
235000	ENSLOCG00000019452			7918	3	1	1
235001	ENSLOCG00000019453	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
235002	ENSLOCG00000019454	SNORD16	Small nucleolar RNA SNORD16 [Source:RFAM;Acc:RF00138]	7918	10	1	1
235003	ENSLOCG00000019455	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
235004	ENSLOCG00000019456	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
235005	ENSLOCG00000019457	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
235006	ENSLOCG00000019458	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
235007	ENSLOCG00000019459	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
235008	ENSLOCG00000019460	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	7918	8	1	1
