9986	9031	9606	9544	10116	10090
ENSOCUG00000016758	ENSGALG00000020084	ENSG00000162949	ENSMMUG00000003473	ENSRNOG00000032375	ENSMUSG00000043705
ENSOCUG00000016761	ENSGALG00000016036	ENSG00000142197	ENSMMUG00000010336	ENSRNOG00000051204	ENSMUSG00000022946
ENSOCUG00000016764	ENSGALG00000016384	ENSG00000186487	ENSMMUG00000009310	ENSRNOG00000004269	ENSMUSG00000061911
ENSOCUG00000016769	ENSGALG00000008005	ENSG00000042062	ENSMMUG00000007883	ENSRNOG00000010791	ENSMUSG00000074577
ENSOCUG00000016771	ENSGALG00000033635	ENSG00000073756	ENSMMUG00000016857	ENSRNOG00000002525	ENSMUSG00000032487
ENSOCUG00000016772	ENSGALG00000041459	ENSG00000168209	ENSMMUG00000055226	ENSRNOG00000057078	ENSMUSG00000020108
ENSOCUG00000016774	ENSGALG00000010647	ENSG00000121310	ENSMMUG00000004951	ENSRNOG00000029333	ENSMUSG00000028601
ENSOCUG00000016776	ENSGALG00000001717	ENSG00000155380	ENSMMUG00000006171	ENSRNOG00000019996	ENSMUSG00000032902
ENSOCUG00000016778	ENSGALG00000028207	ENSG00000169064	ENSMMUG00000023045	ENSRNOG00000009792	ENSMUSG00000034151
ENSOCUG00000016780	ENSGALG00000004083	ENSG00000155511	ENSMMUG00000009287	ENSRNOG00000045816	ENSMUSG00000020524
ENSOCUG00000016783	ENSGALG00000005673	ENSG00000104047	ENSMMUG00000013496	ENSRNOG00000009593	ENSMUSG00000023330
ENSOCUG00000016784	ENSGALG00000002002	ENSG00000116752	ENSMMUG00000043063	ENSRNOG00000018783	ENSMUSG00000005687
ENSOCUG00000016787	ENSGALG00000012873	ENSG00000206075	ENSMMUG00000014182	ENSRNOG00000002640	ENSMUSG00000067006
ENSOCUG00000016788	ENSGALG00000004068	ENSG00000055147	ENSMMUG00000011988	ENSRNOG00000002423	ENSMUSG00000020523
ENSOCUG00000016789	ENSGALG00000002038	ENSG00000175984	ENSMMUG00000014497	ENSRNOG00000018716	ENSMUSG00000007379
ENSOCUG00000016790	ENSGALG00000002774	ENSG00000140391	ENSMMUG00000010172	ENSRNOG00000016474	ENSMUSG00000032324
ENSOCUG00000016795	ENSGALG00000011571	ENSG00000026652	ENSMMUG00000006147	ENSRNOG00000017731	ENSMUSG00000023827
ENSOCUG00000016800	ENSGALG00000005248	ENSG00000079335	ENSMMUG00000019106	ENSRNOG00000014515	ENSMUSG00000033502
ENSOCUG00000016805	ENSGALG00000033957	ENSG00000123352	ENSMMUG00000003762	ENSRNOG00000052307	ENSMUSG00000051934
ENSOCUG00000016806	ENSGALG00000035239	ENSG00000106415	ENSMMUG00000045449	ENSRNOG00000008524	ENSMUSG00000029638
ENSOCUG00000016808	ENSGALG00000015663	ENSG00000119471	ENSMMUG00000011654	ENSRNOG00000016692	ENSMUSG00000028383
ENSOCUG00000016815	ENSGALG00000010708	ENSG00000003147	ENSMMUG00000005435	ENSRNOG00000008628	ENSMUSG00000062995
ENSOCUG00000016819	ENSGALG00000032329	ENSG00000107833	ENSMMUG00000015774	ENSRNOG00000017622	ENSMUSG00000056209
ENSOCUG00000016820	ENSGALG00000015004	ENSG00000101782	ENSMMUG00000021478	ENSRNOG00000023376	ENSMUSG00000024404
ENSOCUG00000016821	ENSGALG00000035203	ENSG00000187778	ENSMMUG00000011098	ENSRNOG00000054838	ENSMUSG00000037570
ENSOCUG00000016822	ENSGALG00000008700	ENSG00000150593	ENSMMUG00000017204	ENSRNOG00000014779	ENSMUSG00000024975
ENSOCUG00000016823	ENSGALG00000013102	ENSG00000106078	ENSMMUG00000000246	ENSRNOG00000004281	ENSMUSG00000020173
ENSOCUG00000016825	ENSGALG00000034698	ENSG00000165685	ENSMMUG00000058987	ENSRNOG00000058653	ENSMUSG00000030160
ENSOCUG00000016826	ENSGALG00000031222	ENSG00000167778	ENSMMUG00000000329	ENSRNOG00000010793	ENSMUSG00000036966
ENSOCUG00000016827	ENSGALG00000012921	ENSG00000139083	ENSMMUG00000014370	ENSRNOG00000005984	ENSMUSG00000030199
ENSOCUG00000016833	ENSGALG00000020716	ENSG00000198520	ENSMMUG00000013341	ENSRNOG00000031494	ENSMUSG00000060268
ENSOCUG00000016839	ENSGALG00000010971	ENSG00000178662	ENSMMUG00000008393	ENSRNOG00000005359	ENSMUSG00000044647
ENSOCUG00000016840	ENSGALG00000023436	ENSG00000140287	ENSMMUG00000002877	ENSRNOG00000010262	ENSMUSG00000027360
ENSOCUG00000016844	ENSGALG00000013829	ENSG00000135597	ENSMMUG00000000224	ENSRNOG00000059224	ENSMUSG00000019854
ENSOCUG00000016845	ENSGALG00000013628	ENSG00000112308	ENSMMUG00000058151	ENSRNOG00000018456	ENSMUSG00000019132
ENSOCUG00000016847	ENSGALG00000007788	ENSG00000131269	ENSMMUG00000015619	ENSRNOG00000002790	ENSMUSG00000031333
ENSOCUG00000016853	ENSGALG00000015027	ENSG00000096968	ENSMMUG00000014558	ENSRNOG00000059968	ENSMUSG00000024789
ENSOCUG00000016862	ENSGALG00000006379	ENSG00000164690	ENSMMUG00000062128	ENSRNOG00000006120	ENSMUSG00000002633
ENSOCUG00000016867	ENSGALG00000011861	ENSG00000139973	ENSMMUG00000042895	ENSRNOG00000056012	ENSMUSG00000044912
ENSOCUG00000016869	ENSGALG00000003247	ENSG00000001167	ENSMMUG00000021173	ENSRNOG00000012702	ENSMUSG00000023994
ENSOCUG00000016872	ENSGALG00000004645	ENSG00000107021	ENSMMUG00000019179	ENSRNOG00000015970	ENSMUSG00000039678
ENSOCUG00000016874	ENSGALG00000009718	ENSG00000189319	ENSMMUG00000015216	ENSRNOG00000061348	ENSMUSG00000030956
ENSOCUG00000016875	ENSGALG00000010097	ENSG00000059691	ENSMMUG00000011048	ENSRNOG00000037655	ENSMUSG00000028085
ENSOCUG00000016878	ENSGALG00000017073	ENSG00000139618	ENSMMUG00000007197	ENSRNOG00000001111	ENSMUSG00000041147
ENSOCUG00000016883	ENSGALG00000008827	ENSG00000101311	ENSMMUG00000013749	ENSRNOG00000021274	ENSMUSG00000027356
ENSOCUG00000016888	ENSGALG00000004813	ENSG00000196305	ENSMMUG00000004628	ENSRNOG00000014616	ENSMUSG00000037851
ENSOCUG00000016892	ENSGALG00000016445	ENSG00000115761	ENSMMUG00000010671	ENSRNOG00000005344	ENSMUSG00000061458
ENSOCUG00000016898	ENSGALG00000012395	ENSG00000120278	ENSMMUG00000019772	ENSRNOG00000016011	ENSMUSG00000040624
ENSOCUG00000016899	ENSGALG00000017072	ENSG00000139597	ENSMMUG00000007198	ENSRNOG00000059322	ENSMUSG00000041132
ENSOCUG00000016904	ENSGALG00000011309	ENSG00000136040	ENSMMUG00000018237	ENSRNOG00000007970	ENSMUSG00000074785
ENSOCUG00000016906	ENSGALG00000037249	ENSG00000185760	ENSMMUG00000015320	ENSRNOG00000013781	ENSMUSG00000028033
ENSOCUG00000016908	ENSGALG00000005992	ENSG00000073417	ENSMMUG00000019838	ENSRNOG00000019005	ENSMUSG00000025584
ENSOCUG00000016909	ENSGALG00000030313	ENSG00000051180	ENSMMUG00000004579	ENSRNOG00000037302	ENSMUSG00000027323
ENSOCUG00000016912	ENSGALG00000035242	ENSG00000137824	ENSMMUG00000000306	ENSRNOG00000011690	ENSMUSG00000070730
ENSOCUG00000016916	ENSGALG00000042624	ENSG00000130695	ENSMMUG00000000644	ENSRNOG00000016249	ENSMUSG00000037443
ENSOCUG00000016918	ENSGALG00000007752	ENSG00000144524	ENSMMUG00000022831	ENSRNOG00000018723	ENSMUSG00000026240
ENSOCUG00000016919	ENSGALG00000019336	ENSG00000173588	ENSMMUG00000018239	ENSRNOG00000007859	ENSMUSG00000020024
ENSOCUG00000016920	ENSGALG00000014264	ENSG00000179299	ENSMMUG00000012561	ENSRNOG00000025494	ENSMUSG00000029206
ENSOCUG00000016923	ENSGALG00000002553	ENSG00000156453	ENSMMUG00000008710	ENSRNOG00000060410	ENSMUSG00000051375
ENSOCUG00000016925	ENSGALG00000002003	ENSG00000107779	ENSMMUG00000011852	ENSRNOG00000052469	ENSMUSG00000021796
ENSOCUG00000016931	ENSGALG00000006795	ENSG00000172350	ENSMMUG00000013799	ENSRNOG00000008862	ENSMUSG00000032131
ENSOCUG00000016936	ENSGALG00000002012	ENSG00000173269	ENSMMUG00000011851	ENSRNOG00000051977	ENSMUSG00000041445
ENSOCUG00000016938	ENSGALG00000054685	ENSG00000158062	ENSMMUG00000000649	ENSRNOG00000015476	ENSMUSG00000012126
ENSOCUG00000016940	ENSGALG00000034004	ENSG00000110171	ENSMMUG00000007728	ENSRNOG00000018356	ENSMUSG00000036989
ENSOCUG00000016941	ENSGALG00000002544	ENSG00000113555	ENSMMUG00000006291	ENSRNOG00000019265	ENSMUSG00000024440
ENSOCUG00000016942	ENSGALG00000004270	ENSG00000128918	ENSMMUG00000019504	ENSRNOG00000055049	ENSMUSG00000013584
ENSOCUG00000016944	ENSGALG00000015410	ENSG00000112276	ENSMMUG00000014471	ENSRNOG00000043199	ENSMUSG00000071317
ENSOCUG00000016945	ENSGALG00000006891	ENSG00000123243	ENSMMUG00000015850	ENSRNOG00000049614	ENSMUSG00000025780
ENSOCUG00000016948	ENSGALG00000026768	ENSG00000173930	ENSMMUG00000007773	ENSRNOG00000022711	ENSMUSG00000040693
ENSOCUG00000016949	ENSGALG00000015935	ENSG00000115593	ENSMMUG00000008055	ENSRNOG00000006776	ENSMUSG00000055027
ENSOCUG00000016950	ENSGALG00000037839	ENSG00000132254	ENSMMUG00000007731	ENSRNOG00000018440	ENSMUSG00000030881
ENSOCUG00000016953	ENSGALG00000043085	ENSG00000013561	ENSMMUG00000009768	ENSRNOG00000045637	ENSMUSG00000060450
ENSOCUG00000016954	ENSGALG00000020788	ENSG00000163492	ENSMMUG00000019689	ENSRNOG00000012580	ENSMUSG00000044033
ENSOCUG00000016955	ENSGALG00000008076	ENSG00000157600	ENSMMUG00000022822	ENSRNOG00000012787	ENSMUSG00000047045
ENSOCUG00000016958	ENSGALG00000031035	ENSG00000168300	ENSMMUG00000003347	ENSRNOG00000005730	ENSMUSG00000051285
ENSOCUG00000016960	ENSGALG00000015937	ENSG00000163586	ENSMMUG00000042446	ENSRNOG00000006675	ENSMUSG00000054422
ENSOCUG00000016963	ENSGALG00000040594	ENSG00000113552	ENSMMUG00000009770	ENSRNOG00000047213	ENSMUSG00000052102
ENSOCUG00000016964	ENSGALG00000011740	ENSG00000111341	ENSMMUG00000047247	ENSRNOG00000005695	ENSMUSG00000030218
ENSOCUG00000016965	ENSGALG00000005425	ENSG00000147162	ENSMMUG00000015238	ENSRNOG00000003359	ENSMUSG00000034160
ENSOCUG00000016966	ENSGALG00000041563	ENSG00000144406	ENSMMUG00000002809	ENSRNOG00000028362	ENSMUSG00000055567
ENSOCUG00000016969	ENSGALG00000008074	ENSG00000101935	ENSMMUG00000023423	ENSRNOG00000022166	ENSMUSG00000042225
ENSOCUG00000016975	ENSGALG00000002484	ENSG00000103316	ENSMMUG00000016764	ENSRNOG00000061215	ENSMUSG00000030905
ENSOCUG00000016976	ENSGALG00000040541	ENSG00000138074	ENSMMUG00000010257	ENSRNOG00000057628	ENSMUSG00000006641
ENSOCUG00000016979	ENSGALG00000006405	ENSG00000174007	ENSMMUG00000003773	ENSRNOG00000024924	ENSMUSG00000035790
ENSOCUG00000016980	ENSGALG00000003260	ENSG00000108651	ENSMMUG00000020403	ENSRNOG00000014209	ENSMUSG00000035575
ENSOCUG00000016981	ENSGALG00000004203	ENSG00000157778	ENSMMUG00000013083	ENSRNOG00000001273	ENSMUSG00000029551
ENSOCUG00000016982	ENSGALG00000004140	ENSG00000130147	ENSMMUG00000013808	ENSRNOG00000019316	ENSMUSG00000036206
ENSOCUG00000016983	ENSGALG00000007406	ENSG00000137648	ENSMMUG00000007620	ENSRNOG00000026650	ENSMUSG00000032091
ENSOCUG00000016984	ENSGALG00000010668	ENSG00000151718	ENSMMUG00000015748	ENSRNOG00000013248	ENSMUSG00000031563
ENSOCUG00000016985	ENSGALG00000016412	ENSG00000143797	ENSMMUG00000021037	ENSRNOG00000061050	ENSMUSG00000020646
ENSOCUG00000016992	ENSGALG00000016649	ENSG00000104643	ENSMMUG00000010963	ENSRNOG00000011560	ENSMUSG00000035078
ENSOCUG00000016993	ENSGALG00000029909	ENSG00000117682	ENSMMUG00000022426	ENSRNOG00000014665	ENSMUSG00000012117
ENSOCUG00000016994	ENSGALG00000003154	ENSG00000153066	ENSMMUG00000014240	ENSRNOG00000002452	ENSMUSG00000022498
ENSOCUG00000016995	ENSGALG00000051397	ENSG00000197713	ENSMMUG00000010513	ENSRNOG00000038085	ENSMUSG00000026005
ENSOCUG00000017002	ENSGALG00000012228	ENSG00000139915	ENSMMUG00000015110	ENSRNOG00000000618	ENSMUSG00000034912
ENSOCUG00000017004	ENSGALG00000038936	ENSG00000170417	ENSMMUG00000004169	ENSRNOG00000028945	ENSMUSG00000079588
ENSOCUG00000017011	ENSGALG00000016792	ENSG00000135953	ENSMMUG00000043149	ENSRNOG00000023129	ENSMUSG00000041945
ENSOCUG00000017012	ENSGALG00000003143	ENSG00000122299	ENSMMUG00000011242	ENSRNOG00000002420	ENSMUSG00000037965
ENSOCUG00000017015	ENSGALG00000037698	ENSG00000066827	ENSMMUG00000004918	ENSRNOG00000025140	ENSMUSG00000022335
ENSOCUG00000017016	ENSGALG00000051488	ENSG00000198089	ENSMMUG00000002181	ENSRNOG00000018412	ENSMUSG00000023764
ENSOCUG00000017017	ENSGALG00000015155	ENSG00000156017	ENSMMUG00000010399	ENSRNOG00000012872	ENSMUSG00000024726
ENSOCUG00000017018	ENSGALG00000028822	ENSG00000176641	ENSMMUG00000041998	ENSRNOG00000014859	ENSMUSG00000047496
ENSOCUG00000017019	ENSGALG00000039985	ENSG00000140937	ENSMMUG00000005520	ENSRNOG00000013481	ENSMUSG00000031673
ENSOCUG00000017020	ENSGALG00000013063	ENSG00000145545	ENSMMUG00000013186	ENSRNOG00000017601	ENSMUSG00000021594
ENSOCUG00000017021	ENSGALG00000054823	ENSG00000115194	ENSMMUG00000010272	ENSRNOG00000006204	ENSMUSG00000029151
ENSOCUG00000017023	ENSGALG00000033614	ENSG00000123268	ENSMMUG00000054294	ENSRNOG00000061088	ENSMUSG00000023027
ENSOCUG00000017025	ENSGALG00000013061	ENSG00000112941	ENSMMUG00000013189	ENSRNOG00000017613	ENSMUSG00000034575
ENSOCUG00000017026	ENSGALG00000015156	ENSG00000106733	ENSMMUG00000010400	ENSRNOG00000012665	ENSMUSG00000037847
ENSOCUG00000017029	ENSGALG00000024485	ENSG00000105829	ENSMMUG00000000007	ENSRNOG00000011008	ENSMUSG00000032757
ENSOCUG00000017030	ENSGALG00000009426	ENSG00000186063	ENSMMUG00000015025	ENSRNOG00000058805	ENSMUSG00000042901
ENSOCUG00000017031	ENSGALG00000037496	ENSG00000109189	ENSMMUG00000023333	ENSRNOG00000002106	ENSMUSG00000054814
ENSOCUG00000017033	ENSGALG00000007485	ENSG00000072274	ENSMMUG00000002114	ENSRNOG00000001766	ENSMUSG00000022797
ENSOCUG00000017034	ENSGALG00000015033	ENSG00000009413	ENSMMUG00000021533	ENSRNOG00000000593	ENSMUSG00000019841
ENSOCUG00000017035	ENSGALG00000033203	ENSG00000138100	ENSMMUG00000010507	ENSRNOG00000006146	ENSMUSG00000062077
ENSOCUG00000017039	ENSGALG00000024326	ENSG00000165526	ENSMMUG00000007933	ENSRNOG00000011567	ENSMUSG00000032044
ENSOCUG00000017040	ENSGALG00000017447	ENSG00000134996	ENSMMUG00000010401	ENSRNOG00000012156	ENSMUSG00000024725
ENSOCUG00000017042	ENSGALG00000004899	ENSG00000124299	ENSMMUG00000006128	ENSRNOG00000052945	ENSMUSG00000063931
ENSOCUG00000017043	ENSGALG00000033792	ENSG00000134690	ENSMMUG00000014340	ENSRNOG00000031431	ENSMUSG00000028873
ENSOCUG00000017049	ENSGALG00000037407	ENSG00000197798	ENSMMUG00000007935	ENSRNOG00000011543	ENSMUSG00000050471
ENSOCUG00000017050	ENSGALG00000001568	ENSG00000244005	ENSMMUG00000010951	ENSRNOG00000045686	ENSMUSG00000027618
ENSOCUG00000017052	ENSGALG00000016245	ENSG00000183337	ENSMMUG00000005292	ENSRNOG00000034240	ENSMUSG00000040363
ENSOCUG00000017055	ENSGALG00000037576	ENSG00000100987	ENSMMUG00000058095	ENSRNOG00000042220	ENSMUSG00000033080
ENSOCUG00000017056	ENSGALG00000006237	ENSG00000065243	ENSMMUG00000020588	ENSRNOG00000011317	ENSMUSG00000004591
ENSOCUG00000017057	ENSGALG00000030759	ENSG00000182934	ENSMMUG00000007938	ENSRNOG00000010543	ENSMUSG00000032042
ENSOCUG00000017058	ENSGALG00000013814	ENSG00000141401	ENSMMUG00000056345	ENSRNOG00000018516	ENSMUSG00000024525
ENSOCUG00000017059	ENSGALG00000028979	ENSG00000141560	ENSMMUG00000014660	ENSRNOG00000036660	ENSMUSG00000039253
ENSOCUG00000017064	ENSGALG00000014227	ENSG00000100373	ENSMMUG00000021900	ENSRNOG00000013593	ENSMUSG00000022435
ENSOCUG00000017066	ENSGALG00000011088	ENSG00000100744	ENSMMUG00000003395	ENSRNOG00000042427	ENSMUSG00000044715
ENSOCUG00000017068	ENSGALG00000005016	ENSG00000168916	ENSMMUG00000004409	ENSRNOG00000023197	ENSMUSG00000052713
ENSOCUG00000017070	ENSGALG00000004346	ENSG00000186912	ENSMMUG00000013934	ENSRNOG00000070777	ENSMUSG00000044359
ENSOCUG00000017072	ENSGALG00000008691	ENSG00000089006	ENSMMUG00000011476	ENSRNOG00000006077	ENSMUSG00000027423
ENSOCUG00000017076	ENSGALG00000033575	ENSG00000115211	ENSMMUG00000008287	ENSRNOG00000005301	ENSMUSG00000029145
ENSOCUG00000017078	ENSGALG00000039182	ENSG00000177565	ENSMMUG00000019597	ENSRNOG00000011216	ENSMUSG00000027630
ENSOCUG00000017079	ENSGALG00000039855	ENSG00000048471	ENSMMUG00000022897	ENSRNOG00000002294	ENSMUSG00000071669
ENSOCUG00000017081	ENSGALG00000015787	ENSG00000111880	ENSMMUG00000020097	ENSRNOG00000007867	ENSMUSG00000028274
ENSOCUG00000017082	ENSGALG00000015084	ENSG00000144847	ENSMMUG00000008075	ENSRNOG00000001525	ENSMUSG00000022790
ENSOCUG00000017083	ENSGALG00000008698	ENSG00000125871	ENSMMUG00000011479	ENSRNOG00000028196	ENSMUSG00000027424
ENSOCUG00000017084	ENSGALG00000014875	ENSG00000164588	ENSMMUG00000059786	ENSRNOG00000055382	ENSMUSG00000021730
ENSOCUG00000017089	ENSGALG00000032468	ENSG00000115234	ENSMMUG00000008288	ENSRNOG00000026884	ENSMUSG00000029146
ENSOCUG00000017091	ENSGALG00000010096	ENSG00000151332	ENSMMUG00000004856	ENSRNOG00000008610	ENSMUSG00000021028
ENSOCUG00000017094	ENSGALG00000007892	ENSG00000077327	ENSMMUG00000000882	ENSRNOG00000025787	ENSMUSG00000022783
ENSOCUG00000017101	ENSGALG00000004198	ENSG00000120509	ENSMMUG00000061295	ENSRNOG00000064140	ENSMUSG00000015668
ENSOCUG00000017104	ENSGALG00000016513	ENSG00000115241	ENSMMUG00000008293	ENSRNOG00000026905	ENSMUSG00000029147
ENSOCUG00000017105	ENSGALG00000014268	ENSG00000174343	ENSMMUG00000030358	ENSRNOG00000002484	ENSMUSG00000029205
ENSOCUG00000017108	ENSGALG00000016531	ENSG00000143970	ENSMMUG00000001377	ENSRNOG00000011908	ENSMUSG00000037486
ENSOCUG00000017109	ENSGALG00000015064	ENSG00000168234	ENSMMUG00000004343	ENSRNOG00000050949	ENSMUSG00000024424
ENSOCUG00000017112	ENSGALG00000007877	ENSG00000150867	ENSMMUG00000015034	ENSRNOG00000016670	ENSMUSG00000026737
ENSOCUG00000017113	ENSGALG00000009691	ENSG00000005981	ENSMMUG00000008016	ENSRNOG00000009197	ENSMUSG00000042607
ENSOCUG00000017117	ENSGALG00000002160	ENSG00000166710	ENSMMUG00000060797	ENSRNOG00000017123	ENSMUSG00000060802
ENSOCUG00000017118	ENSGALG00000035533	ENSG00000006831	ENSMMUG00000017262	ENSRNOG00000007990	ENSMUSG00000030168
ENSOCUG00000017120	ENSGALG00000009700	ENSG00000004799	ENSMMUG00000021389	ENSRNOG00000009565	ENSMUSG00000019577
ENSOCUG00000017124	ENSGALG00000008814	ENSG00000146809	ENSMMUG00000011541	ENSRNOG00000006365	ENSMUSG00000029685
ENSOCUG00000017125	ENSGALG00000045619	ENSG00000183150	ENSMMUG00000012504	ENSRNOG00000007126	ENSMUSG00000032641
ENSOCUG00000017126	ENSGALG00000036101	ENSG00000160007	ENSMMUG00000011332	ENSRNOG00000015852	ENSMUSG00000058230
ENSOCUG00000017128	ENSGALG00000020151	ENSG00000109255	ENSMMUG00000043692	ENSRNOG00000002164	ENSMUSG00000029236
ENSOCUG00000017130	ENSGALG00000014248	ENSG00000109133	ENSMMUG00000020940	ENSRNOG00000002254	ENSMUSG00000037720
ENSOCUG00000017131	ENSGALG00000008805	ENSG00000170807	ENSMMUG00000011542	ENSRNOG00000045831	ENSMUSG00000029683
ENSOCUG00000017132	ENSGALG00000011557	ENSG00000111647	ENSMMUG00000023601	ENSRNOG00000050317	ENSMUSG00000019951
ENSOCUG00000017133	ENSGALG00000005842	ENSG00000130055	ENSMMUG00000013943	ENSRNOG00000002800	ENSMUSG00000019359
ENSOCUG00000017134	ENSGALG00000015959	ENSG00000112305	ENSMMUG00000029592	ENSRNOG00000049127	ENSMUSG00000026155
ENSOCUG00000017135	ENSGALG00000031415	ENSG00000014824	ENSMMUG00000022782	ENSRNOG00000002246	ENSMUSG00000029221
ENSOCUG00000017136	ENSGALG00000000184	ENSG00000113396	ENSMMUG00000017031	ENSRNOG00000058193	ENSMUSG00000024600
ENSOCUG00000017137	ENSGALG00000008003	ENSG00000091732	ENSMMUG00000006155	ENSRNOG00000010154	ENSMUSG00000039130
ENSOCUG00000017140	ENSGALG00000001900	ENSG00000122733	ENSMMUG00000006927	ENSRNOG00000000129	ENSMUSG00000036062
ENSOCUG00000017145	ENSGALG00000031590	ENSG00000112309	ENSMMUG00000058487	ENSRNOG00000046852	ENSMUSG00000026156
ENSOCUG00000017147	ENSGALG00000011227	ENSG00000163624	ENSMMUG00000021162	ENSRNOG00000002142	ENSMUSG00000029330
ENSOCUG00000017148	ENSGALG00000006488	ENSG00000163785	ENSMMUG00000011270	ENSRNOG00000008593	ENSMUSG00000032547
ENSOCUG00000017154	ENSGALG00000020003	ENSG00000085511	ENSMMUG00000006143	ENSRNOG00000017419	ENSMUSG00000014426
ENSOCUG00000017155	ENSGALG00000043669	ENSG00000163625	ENSMMUG00000021164	ENSRNOG00000061121	ENSMUSG00000043940
ENSOCUG00000017161	ENSGALG00000045212	ENSG00000161714	ENSMMUG00000013587	ENSRNOG00000003033	ENSMUSG00000020937
ENSOCUG00000017163	ENSGALG00000013210	ENSG00000111731	ENSMMUG00000006641	ENSRNOG00000014382	ENSMUSG00000030279
ENSOCUG00000017165	ENSGALG00000012407	ENSG00000168702	ENSMMUG00000009885	ENSRNOG00000030243	ENSMUSG00000049252
ENSOCUG00000017169	ENSGALG00000003751	ENSG00000188611	ENSMMUG00000007078	ENSRNOG00000012196	ENSMUSG00000024887
ENSOCUG00000017177	ENSGALG00000011745	ENSG00000084463	ENSMMUG00000019299	ENSRNOG00000005505	ENSMUSG00000030216
ENSOCUG00000017178	ENSGALG00000010850	ENSG00000157131	ENSMMUG00000022992	ENSRNOG00000007697	ENSMUSG00000035031
ENSOCUG00000017182	ENSGALG00000011854	ENSG00000157741	ENSMMUG00000002277	ENSRNOG00000005564	ENSMUSG00000038538
ENSOCUG00000017190	ENSGALG00000010853	ENSG00000021852	ENSMMUG00000022993	ENSRNOG00000007639	ENSMUSG00000029656
ENSOCUG00000017191	ENSGALG00000011742	ENSG00000111339	ENSMMUG00000055214	ENSRNOG00000005670	ENSMUSG00000030217
ENSOCUG00000017192	ENSGALG00000009966	ENSG00000166225	ENSMMUG00000010819	ENSRNOG00000005642	ENSMUSG00000020170
ENSOCUG00000017195	ENSGALG00000039549	ENSG00000091490	ENSMMUG00000020349	ENSRNOG00000004932	ENSMUSG00000029189
ENSOCUG00000017198	ENSGALG00000005986	ENSG00000166402	ENSMMUG00000061392	ENSRNOG00000046566	ENSMUSG00000031028
ENSOCUG00000017199	ENSGALG00000009975	ENSG00000166226	ENSMMUG00000010820	ENSRNOG00000021317	ENSMUSG00000034024
ENSOCUG00000017204	ENSGALG00000010857	ENSG00000173406	ENSMMUG00000022995	ENSRNOG00000007410	ENSMUSG00000028519
ENSOCUG00000017210	ENSGALG00000003562	ENSG00000106236	ENSMMUG00000011970	ENSRNOG00000001006	ENSMUSG00000059991
ENSOCUG00000017211	ENSGALG00000016633	ENSG00000147421	ENSMMUG00000014981	ENSRNOG00000013326	ENSMUSG00000021972
ENSOCUG00000017212	ENSGALG00000003107	ENSG00000159461	ENSMMUG00000019902	ENSRNOG00000055446	ENSMUSG00000031751
ENSOCUG00000017214	ENSGALG00000005971	ENSG00000166405	ENSMMUG00000015016	ENSRNOG00000014691	ENSMUSG00000048330
ENSOCUG00000017216	ENSGALG00000047495	ENSG00000198812	ENSMMUG00000054953	ENSRNOG00000005555	ENSMUSG00000060187
ENSOCUG00000017218	ENSGALG00000038187	ENSG00000205060	ENSMMUG00000000916	ENSRNOG00000008851	ENSMUSG00000018999
ENSOCUG00000017225	ENSGALG00000044362	ENSG00000183977	ENSMMUG00000006993	ENSRNOG00000004719	ENSMUSG00000044957
ENSOCUG00000017228	ENSGALG00000037549	ENSG00000149499	ENSMMUG00000018112	ENSRNOG00000019873	ENSMUSG00000071647
ENSOCUG00000017230	ENSGALG00000016872	ENSG00000175198	ENSMMUG00000004493	ENSRNOG00000057042	ENSMUSG00000041650
ENSOCUG00000017234	ENSGALG00000037781	ENSG00000104687	ENSMMUG00000039030	ENSRNOG00000014915	ENSMUSG00000031584
ENSOCUG00000017235	ENSGALG00000003071	ENSG00000087263	ENSMMUG00000029125	ENSRNOG00000019288	ENSMUSG00000033009
ENSOCUG00000017236	ENSGALG00000013634	ENSG00000163827	ENSMMUG00000060922	ENSRNOG00000030688	ENSMUSG00000032495
ENSOCUG00000017242	ENSGALG00000009378	ENSG00000145431	ENSMMUG00000022900	ENSRNOG00000010695	ENSMUSG00000028019
ENSOCUG00000017243	ENSGALG00000017291	ENSG00000064763	ENSMMUG00000015810	ENSRNOG00000001851	ENSMUSG00000030303
ENSOCUG00000017244	ENSGALG00000007689	ENSG00000186166	ENSMMUG00000005982	ENSRNOG00000012137	ENSMUSG00000043923
ENSOCUG00000017245	ENSGALG00000001433	ENSG00000175711	ENSMMUG00000001110	ENSRNOG00000049724	ENSMUSG00000046605
ENSOCUG00000017248	ENSGALG00000023296	ENSG00000162367	ENSMMUG00000061850	ENSRNOG00000025051	ENSMUSG00000028717
ENSOCUG00000017250	ENSGALG00000022758	ENSG00000134864	ENSMMUG00000004494	ENSRNOG00000027040	ENSMUSG00000041625
ENSOCUG00000017254	ENSGALG00000042415	ENSG00000125124	ENSMMUG00000013268	ENSRNOG00000019020	ENSMUSG00000031755
ENSOCUG00000017255	ENSGALG00000007183	ENSG00000087502	ENSMMUG00000015811	ENSRNOG00000001852	ENSMUSG00000030304
ENSOCUG00000017258	ENSGALG00000010127	ENSG00000124767	ENSMMUG00000062055	ENSRNOG00000000541	ENSMUSG00000024026
ENSOCUG00000017266	ENSGALG00000002172	ENSG00000152102	ENSMMUG00000061826	ENSRNOG00000023467	ENSMUSG00000037503
